description,location,latitude,longitude,reference_code,violation_type,recording_date,source,keywords,youtube_id,landmarks,weather_in_media,languages,clothes_and_uniforms,sex,weapons_used,edited,file_size,device_used_to_record,media_content_type,chain_of_custody_notes,finding_aids,international_instrument,urls_and_news,related_incidents,page_title,video_url
"Watch... Civil defence members collecting cluster bombs after warplanes bombed Maarat al-Nouman in Idlib.
", IDLIB : Maret Numan, 35.6479869, 36.6795425, CL_1037,"
            Use of illegal weapons"," June 7, 2016, 11:55 a.m.", الدرر الشامية, None,https://www.youtube.com/watch?v=zCJVlXnie0c, None, None, None, , None,"
         
              Cluster Munition", None, ,"
                ","
                
        ", None, ,"
                ", None,"
                ",,https://media.syrianarchive.org/files/clusterjuly/%d8%b4%d8%a7%d9%87%d8%af%20..%20%d8%b9%d9%86%d8%a7%d8%b5%d8%b1%20%d8%a7%d9%84%d8%af%d9%81%d8%a7%d8%b9%20%d8%a7%d9%84%d9%85%d8%af%d9%86%d9%8a%20%d8%aa%d8%ac%d9%85%d8%b9%20%d8%a7%d9%84%d9%82%d9%86%d8%a7%d8%a8%d9%84%20%d8%a7%d9%84%d8%b9%d9%86%d9%82%d9%88%d8%af%d9%8a%d8%a9%20%d8%a8%d8%b9%d8%af%20%d9%82%d8%b5%d9%81%20%d8%a7%d9%84%d8%b7%d9%8a%d8%b1%d8%a7%d9%86%20%d9%84%d9%85%d8%b9%d8%b1%d8%a9%20%d8%a7%d9%84%d9%86%d8%b9%d9%85%d8%a7%d9%86%20%d8%a8%d8%a5%d8%af%d9%84%d8%a8-zCJVlXnie0c.mp4
"The killing of a little girl in a Russian air strike with cluster bombs on Maarat al-Nouman south of Idlib.
", IDLIB : Maret Numan, 35.6479869, 36.6795425, CL_1038,"
            Use of illegal weapons"," June 7, 2016, 11:53 a.m.", SMART News Agency - وكالة سمارت للأنباء, None,https://www.youtube.com/watch?v=0YZqMyiatAA, None, None, None, , None,"
         
              Cluster Munition", None, ,"
                ","
                
        ", None, ,"
                ", None,"
                ",,https://media.syrianarchive.org/files/clusterjuly/%d9%85%d9%82%d8%aa%d9%84%20%d8%b7%d9%81%d9%84%d8%a9%20%d9%81%d9%8a%20%d8%ba%d8%a7%d8%b1%d8%a9%20%d9%84%d9%84%d8%b7%d9%8a%d8%b1%d8%a7%d9%86%20%d8%a7%d9%84%d8%b1%d9%88%d8%b3%d9%8a%20%d8%a8%d8%a7%d9%84%d9%82%d9%86%d8%a7%d8%a8%d9%84%20%d8%a7%d9%84%d8%b9%d9%86%d9%82%d9%88%d8%af%d9%8a%d8%a9%20%d8%b9%d9%84%d9%89%20%d9%85%d8%b9%d8%b1%d8%a9%20%d8%a7%d9%84%d9%86%d8%b9%d9%85%d8%a7%d9%86%20%d8%ac%d9%86%d9%88%d8%a8%20%d8%a5%d8%af%d9%84%d8%a8-0YZqMyiatAA.mp4
"The place shelled by Russian cluster bombs in Maarat Al Nouman city in Idlib countryside. 7/6/2016
", IDLIB : Maret Numan, 35.6479869, 36.6795425, CL_1039,"
            Use of illegal weapons"," June 7, 2016, 11:26 a.m.", baladi- news, None,https://www.youtube.com/watch?v=fwZVPzGdM3Y, None, None, None, , None,"
         
              Cluster Munition", None, ,"
                ","
                
        ", None, ,"
                ", None,"
                ",,https://media.syrianarchive.org/files/clusterjuly/%d9%85%d9%83%d8%a7%d9%86%20%d9%82%d8%b5%d9%81%20%d8%a7%d9%84%d8%b7%d8%a7%d8%a6%d8%b1%d8%a7%d8%aa%20%d8%a7%d9%84%d8%b1%d9%88%d8%b3%d9%8a%d8%a9%20%d8%a8%d8%a7%d9%84%d9%82%d9%86%d8%a7%d8%a8%d9%84%20%d8%a7%d9%84%d8%b9%d9%86%d9%82%d9%88%d8%af%d9%8a%d8%a9%20%d8%b9%d9%84%d9%89%20%d9%85%d8%af%d9%8a%d9%86%d8%a9%20%d9%85%d8%b9%d8%b1%d8%a9%20%d8%a7%d9%84%d9%86%d8%b9%d9%85%d8%a7%d9%86%20%d8%a8%d8%b1%d9%8a%d9%81%20%e2%80%ab%e2%80%8f%d8%a5%d8%af%d9%84%d8%a8%e2%80%ac%202016_6_7-fwZVPzGdM3Y.mp4
"The civil defense team of Maarat Al Nouman collect the cluster bombs after the city was bombed. 7-6-2016
", None, 35.6479869, 36.6795425, CL_1040,"
            None"," June 7, 2016, 11:24 a.m.", القناة الاحتياط ادلب, None,https://www.youtube.com/watch?v=iASx7Lh1GOU, None, None, None, , None,"
         
              Cluster Munition", None, ,"
                ","
                
        ", None, ,"
                ", None,"
                ",,https://media.syrianarchive.org/files/clusterjuly/%d8%b9%d9%85%d9%84%20%d9%81%d8%b1%d9%8a%d9%82%20%d8%a7%d9%84%d8%af%d9%81%d8%a7%d8%b9%20%d8%a7%d9%84%d9%85%d8%af%d9%86%d9%8a%20%d8%a8%d9%85%d8%b1%d9%83%d8%b2%20%d9%85%d8%b9%d8%b1%d8%a9%20%d8%a7%d9%84%d9%86%d8%b9%d9%85%d8%a7%d9%86%20%d8%b9%d9%84%d9%89%20%d8%ac%d9%85%d8%b9%20%d8%a7%d9%84%d9%82%d9%86%d8%a7%d8%a8%d9%84%20%d8%a7%d9%84%d8%b9%d9%86%d9%82%d9%88%d8%af%d9%8a%d8%a9%20%d8%a8%d8%b9%d8%af%20%d9%82%d8%b5%d9%81%20%d8%a7%d9%84%d9%85%d8%af%d9%8a%d9%86%d8%a9%207-6-2016-iASx7Lh1GOU.mp4
"An Air Raid with Cluster Bombs That Targeted last night Maret Alartik Town 
", ALEPPO : Maret Artiq, 36.24796208, 37.05347594, CL_1041,"
            Use of illegal weapons"," June 6, 2016, 11:18 a.m.", مركز عندان الإعلامي, None,https://www.youtube.com/watch?v=MR7ZxFftXmI, None, None, None, , None,"
         
              Cluster Munition", None, ,"
                ","
                
        ", None, ,"
                ", None,"
                ",,https://media.syrianarchive.org/files/clusterjuly/%d8%ba%d8%a7%d8%b1%d8%a9%20%d8%ac%d9%88%d9%8a%d8%a9%20%d8%a8%d8%a7%d9%84%d9%82%d9%86%d8%a7%d8%a8%d9%84%20%d8%a7%d9%84%d8%b9%d9%86%d9%82%d9%88%d8%af%d9%8a%d8%a9%20%d8%a7%d8%b3%d8%aa%d9%87%d8%af%d9%81%d8%aa%20%d9%85%d8%b3%d8%a7%d8%a1%20%d8%a7%d9%84%d8%a3%d9%85%d8%b3%20%d8%a8%d9%84%d8%af%d8%a9%20%d9%85%d8%b9%d8%a7%d8%b1%d8%a9%20%d8%a7%d9%84%d8%a3%d8%b1%d8%aa%d9%8a%d9%82-MR7ZxFftXmI.mp4
"Shelling with cluster bombs on Madaya in the first day of Ramadan and victims.
", DAMASCUS : Madaya, 33.6904957, 36.1018973, CL_1042,"
            Use of illegal weapons"," June 6, 2016, 11:14 a.m.", Step News Agency, None,https://www.youtube.com/watch?v=_9trGtBeiV8, None, None, None, , None,"
         
              Cluster Munition", None, ,"
                ","
                
        ", None, ,"
                ", None,"
                ",,https://media.syrianarchive.org/files/clusterjuly/%d8%ae%d8%b7%d9%88%d8%a9%20_%20%d9%82%d8%b5%d9%81%20%d8%a8%d8%a7%d9%84%d9%82%d9%86%d8%a7%d8%a8%d9%84%20%d8%a7%d9%84%d8%b9%d9%86%d9%82%d9%88%d8%af%d9%8a%d8%a9%20%d8%b9%d9%84%d9%89%20%d9%85%d8%b6%d8%a7%d9%8a%d8%a7%20%d9%85%d8%b9%20%d8%a7%d8%b0%d8%a7%d9%86%20%d9%81%d8%ac%d8%b1%20%d8%a7%d9%88%d9%84%20%d8%a7%d9%8a%d8%a7%d9%85%20%d8%b1%d9%85%d8%b6%d8%a7%d9%86%20%d9%88%d8%b3%d9%82%d9%88%d8%b7%20%d8%b6%d8%ad%d8%a7%d9%8a%d8%a7-_9trGtBeiV8.mp4
"The first Moments of the night Strike with Cluster Bombs on Hreytan Town 
", ALEPPO : Harithan, 36.2835216, 37.0823811, CL_1043,"
            Use of illegal weapons"," June 5, 2016, 11:12 a.m.", وكالة ثقة, None,https://www.youtube.com/watch?v=X0uqhoJvxNs, None, None, None, , None,"
         
              Cluster Munition", None, ,"
                ","
                
        ", None, ,"
                ", None,"
                ",,https://media.syrianarchive.org/files/clusterjuly/%d9%88%d9%83%d8%a7%d9%84%d8%a9%20%d8%ab%d9%82%d8%a9_%d8%a7%d9%84%d9%84%d8%ad%d8%b8%d8%a7%d8%aa%20%d8%a7%d9%84%d8%a3%d9%88%d9%84%d9%89%20%d9%84%d9%84%d9%82%d8%b5%d9%81%20%d8%a7%d9%84%d9%84%d9%8a%d9%84%d9%8a%20%d8%a8%d8%a7%d9%84%d9%82%d9%86%d8%a7%d8%a8%d9%84%20%d8%a7%d9%84%d8%b9%d9%86%d9%82%d9%88%d8%af%d9%8a%d8%a9%20%d8%b9%d9%84%d9%89%20%d9%85%d8%af%d9%8a%d9%86%d8%a9%20%d8%ad%d8%b1%d9%8a%d8%aa%d8%a7%d9%86-X0uqhoJvxNs.mp4
"The Syrian Civil Defense of Idlib || 5-6-2016 || Extinguishing a firein the market.
", IDLIB, 35.92685704, 36.62838811, CL_1044,"
            Use of illegal weapons"," June 5, 2016, 11:11 a.m.", القناة الاحتياط ادلب, None,https://www.youtube.com/watch?v=8oGE_M2_GN4, None, None, None, , None,"
         
              Cluster Munition", None, ,"
                ","
                
        ", None, ,"
                ", None,"
                ",,https://media.syrianarchive.org/files/clusterjuly/%d8%a7%d9%84%d8%af%d9%81%d8%a7%d8%b9%20%d8%a7%d9%84%d9%85%d8%af%d9%86%d9%8a%20%d8%a7%d9%84%d8%b3%d9%88%d8%b1%d9%8a%20%d8%a7%d8%af%d9%84%d8%a8%20_%205-6-2016%20_%20%d8%a5%d8%ae%d9%85%d8%a7%d8%af%20%d8%ad%d8%b1%d9%8a%d9%82%20%d9%81%d9%8a%20%d8%a7%d9%84%d8%b3%d9%88%d9%82%20%d8%a7%d9%84%d8%b4%d8%b9%d8%a8%d9%8a-8oGE_M2_GN4.mp4
"Syrian Civil Defense Idlib 05-06-2016 extinguish a Fire in the local Market After Stong Raids
", IDLIB, 35.93234757, 36.6292035, CL_1045,"
            Use of illegal weapons"," June 5, 2016, 11:10 a.m.", القناة الاحتياط ادلب, None,https://www.youtube.com/watch?v=B85cF1kwheg, None, None, None, , None,"
         
              Cluster Munition", None, ,"
                ","
                
        ", None, ,"
                ", None,"
                ",,https://media.syrianarchive.org/files/clusterjuly/%d8%a7%d9%84%d8%af%d9%81%d8%a7%d8%b9%20%d8%a7%d9%84%d9%85%d8%af%d9%86%d9%8a%20%d8%a7%d9%84%d8%b3%d9%88%d8%b1%d9%8a%20%d8%a7%d8%af%d9%84%d8%a8%20_%205-6-2016%20_%20%d8%a5%d8%ae%d9%85%d8%a7%d8%af%20%d8%ad%d8%b1%d9%8a%d9%82%20%d9%81%d9%8a%20%d8%a7%d9%84%d8%b3%d9%88%d9%82%20%d8%a7%d9%84%d8%b4%d8%b9%d8%a8%d9%8a%20%d8%a8%d8%b9%d8%af%20%d8%ba%d8%a7%d8%b1%d8%a7%d8%aa%20%d8%b9%d9%86%d9%8a%d9%81%d8%a9-B85cF1kwheg.mp4
" Russian Raids with Cluster and other bombs on Hretan, north of Aleppo 
", ALEPPO : Harithan, 36.2861677, 37.1097748, CL_1046,"
            Use of illegal weapons"," June 5, 2016, 11:08 a.m.", وكالة شهبا برس Shahba Press Agency, None,https://www.youtube.com/watch?v=b_SwBc3YskE, None, None, None, , None,"
         
              Cluster Munition", None, ,"
                ","
                
        ", None, ,"
                ", None,"
                ",,https://media.syrianarchive.org/files/clusterjuly/%d8%b4%d9%87%d8%a8%d8%a7%20%d8%a8%d8%b1%d8%b3%20_%20%d8%a7%d9%84%d8%ba%d8%a7%d8%b1%d8%a7%d8%aa%20%d8%a7%d9%84%d8%b1%d9%88%d8%b3%d9%8a%d8%a9%20%d8%a8%d8%a7%d9%84%d9%82%d9%86%d8%a7%d8%a8%d9%84%20%d8%a7%d9%84%d8%b9%d9%86%d9%82%d9%88%d8%af%d9%8a%d8%a9%20%d9%88%d8%a7%d9%84%d9%81%d8%b1%d8%a7%d8%ba%d9%8a%d8%a9%20%d8%b9%d9%84%d9%89%20%d8%a8%d9%84%d8%af%d8%a9%20%d8%ad%d8%b1%d9%8a%d8%aa%d8%a7%d9%86%20%d8%b4%d9%85%d8%a7%d9%84%20%d8%ad%d9%84%d8%a8-b_SwBc3YskE.mp4
"First Moments of the air Strike on Hreitan Town and Extinguishing the Fires due to the strike by Cluster Bombs  
", ALEPPO : Harithan, 36.2835216, 37.0823811, CL_1047,"
            Use of illegal weapons"," June 5, 2016, 11:05 a.m.", الدفاع المدني السوري - حلب, None,https://www.youtube.com/watch?v=9P4o7nKzMw4, None, None, None, , None,"
         
              Cluster Munition", None, ,"
                ","
                
        ", None, ,"
                ", None,"
                ",,https://media.syrianarchive.org/files/clusterjuly/%d8%a7%d9%84%d9%84%d8%ad%d8%b8%d8%a7%d8%aa%20%d8%a7%d9%84%d8%a7%d9%88%d9%84%d9%89%20%d9%84%d9%84%d9%82%d8%b5%d9%81%20%d8%a7%d9%84%d8%ac%d9%88%d9%8a%20%d8%b9%d9%84%d9%89%20%d8%a8%d9%84%d8%af%d8%a9%20%d8%ad%d8%b1%d9%8a%d8%aa%d8%a7%d9%86%20%d9%88%20%d8%a7%d8%ae%d9%85%d8%a7%d8%af%20%d8%a7%d9%84%d8%ad%d8%b1%d8%a7%d8%a6%d9%82%20%d9%86%d8%aa%d9%8a%d8%ac%d8%a9%20%d8%a7%d9%84%d9%82%d8%b5%d9%81%20%d8%a8%d8%a7%d9%84%d9%82%d9%86%d8%a7%d8%a8%d9%84%20%d8%a7%d9%84%d8%b9%d9%86%d9%82%d9%88%d8%af%d9%8a%d8%a9-9P4o7nKzMw4.mp4
"The Regime targets the Main Market in Idlib With Cluster Bombs 
", IDLIB, 34.80207062, 38.99681091, CL_1048,"
            Use of illegal weapons"," June 5, 2016, 11:02 a.m.", Orient News - أنس تريسي, None,https://www.youtube.com/watch?v=NC9chooS95o, None, None, None, , None,"
         
              Cluster Munition", None, ,"
                ","
                
        ", None, ,"
                ", None,"
                ",,https://media.syrianarchive.org/files/clusterjuly/%d8%a7%d9%84%d9%86%d8%b8%d8%a7%d9%85%20%d9%8a%d8%b3%d8%aa%d9%87%d8%af%d9%81%20%d8%a7%d9%84%d8%b3%d9%88%d9%82%20%d8%a7%d9%84%d8%b1%d8%a6%d9%8a%d8%b3%d9%8a%20%d9%81%d9%8a%20%d8%a7%d8%af%d9%84%d8%a8%20%d8%a8%d8%a7%d9%84%d9%82%d9%86%d8%a7%d8%a8%d9%84%20%d8%a7%d9%84%d8%b9%d9%86%d9%82%d9%88%d8%af%d9%8a%d8%a9-NC9chooS95o.mp4
the destruction in the towns of Aleppo's northern countryside by the continuous airstrikes, ALEPPO, , , AL_1bb90,"
            Unlawful attacks"," June 3, 2016, 4:52 p.m.", الإعلامي سامي الرج, ,https://www.youtube.com/watch?v=OQ4t9szs3zU, , , None, , None,"
         ", None, ,"
                ","
                
        ", , ,"
                ", ,"
                ",1bb90197a42f6c9a09f8e5685b418248e1c838faa3bde9565449975c,https://media.syrianarchive.org/files/spoon/sV_20160603_OQ4t9szs3zU.mp4
"Raids on Saraqeb City with Cluster Rockets Causing Several Casualties 
", IDLIB : Saraqib nahiyah, 35.8614715, 36.7981073, CL_1050,"
            Use of illegal weapons"," June 3, 2016, 10:59 a.m.", الناشط امجد باكير, None,https://www.youtube.com/watch?v=4MmE7fN6MdE, None, None, None, , None,"
         
              Cluster Munition", None, ,"
                ","
                
        ", None, ,"
                ", None,"
                ",,https://media.syrianarchive.org/files/clusterjuly/%d8%ba%d8%a7%d8%b1%d8%a7%d8%aa%20%d8%b9%d9%84%d9%89%20%d9%85%d8%af%d9%8a%d9%86%d8%a9%20%23%d8%b3%d8%b1%d8%a7%d9%82%d8%a8%20%d8%a8%d8%a7%d9%84%d8%b5%d9%88%d8%a7%d8%b1%d9%8a%d8%ae%20%d8%a7%d9%84%d8%b9%d9%86%d9%82%d9%88%d8%af%d9%8a%d8%a9%20%d8%aa%d8%b3%d8%a8%d8%a8%d8%a9%20%d8%a8%d8%b3%d9%82%d9%88%d8%b7%20%d8%b4%d9%87%d9%8a%d8%af%20%d9%88%d8%b9%d8%af%d8%a9%20%d8%a7%d8%b5%d8%a7%d8%a8%d8%a7%d8%aa-4MmE7fN6MdE.mp4
"Civil Defense extinguishes fires in Hayan Town due to Air Strikes With Cluster Bombs 
", ALEPPO : Hayyan, 36.3202591, 37.0574754, CL_1051,"
            Use of illegal weapons"," June 3, 2016, 10:57 a.m.", الدفاع المدني السوري - حلب, None,https://www.youtube.com/watch?v=RjZHVu3BNG4, None, None, None, , None,"
         
              Cluster Munition", None, ,"
                ","
                
        ", None, ,"
                ", None,"
                ",,https://media.syrianarchive.org/files/clusterjuly/%d8%a7%d9%84%d8%af%d9%81%d8%a7%d8%b9%20%d8%a7%d9%84%d9%85%d8%af%d9%86%d9%8a%20%d9%8a%d8%aa%d9%82%d9%88%d9%85%20%d8%a8%d8%a7%d8%ae%d9%85%d8%a7%d8%af%20%d8%ad%d8%b1%d8%a7%d8%a6%d9%82%20%d9%81%d9%8a%20%d8%a8%d9%84%d8%af%d8%a9%20%d8%ad%d9%8a%d8%a7%d9%86%20%d8%ac%d8%b1%d8%a7%d8%a1%20%d8%a7%d9%84%d9%82%d8%b5%d9%81%20%d8%a7%d9%84%d8%ac%d9%88%d9%8a%20%d8%a8%d8%a7%d9%84%d9%82%d9%86%d8%a7%d8%a8%d9%84%20%d8%a7%d9%84%d8%b9%d9%86%d9%82%d9%88%d8%af%d9%8a%d8%a9-RjZHVu3BNG4.mp4
"Extinguishing fire due to cluster Strikes
", IDLIB : Binnish, 35.9581565, 36.7118971, CL_1052,"
            Use of illegal weapons"," June 2, 2016, 10:55 a.m.", القناة الاحتياط ادلب, None,https://www.youtube.com/watch?v=Ktk0aHWB56g, None, None, None, , None,"
         
              Cluster Munition", None, ,"
                ","
                
        ", None, ,"
                ", None,"
                ",,https://media.syrianarchive.org/files/clusterjuly/%d8%a7%d9%84%d8%af%d9%81%d8%a7%d8%b9%20_%d8%a7%d9%84%d9%85%d8%af%d9%86%d9%8a%20_%d8%a8%d9%86%d8%b4%20-%d8%a5%d8%ae%d9%85%d8%a7%d8%af%20%d8%ad%d8%b1%d9%8a%d9%82%20%d8%b4%d8%a8%20%d9%86%d8%aa%d9%8a%d8%ac%d8%a9%20%d8%a7%d9%84%d9%82%d8%b5%d9%81%20%d8%a7%d9%84%d8%b9%d9%86%d9%82%d9%88%d8%af%d9%8a%20%d8%b9%d9%84%d9%89%20%d8%a7%d9%84%d9%85%d8%af%d9%8a%d9%86%d8%a9%202_6_2016-Ktk0aHWB56g.mp4
"The Civil Defense extinguish fires in the farmlands around Binnish after targeting it with Cluster Bombs 
", IDLIB : Binnish, 35.9581565, 36.7118971, CL_1053,"
            Use of illegal weapons"," June 2, 2016, 10:51 a.m.", SMART News Agency - وكالة سمارت للأنباء, None,https://www.youtube.com/watch?v=ZA_Vi_A2Dcw, None, None, None, , None,"
         
              Cluster Munition", None, ,"
                ","
                
        ", None, ,"
                ", None,"
                ",,https://media.syrianarchive.org/files/clusterjuly/%d8%a7%d9%84%d8%af%d9%81%d8%a7%d8%b9%20%d8%a7%d9%84%d9%85%d8%af%d9%86%d9%8a%20%d9%8a%d8%ae%d9%85%d8%af%20%d8%ad%d8%b1%d8%a7%d8%a6%d9%82%20%20%d9%81%d9%8a%20%d8%a7%d9%84%d8%a3%d8%b1%d8%a7%d8%b6%d9%8a%20%d8%a7%d9%84%d8%b2%d8%b1%d8%a7%d8%b9%d9%8a%d8%a9%20%d8%a7%d9%84%d9%85%d8%ad%d9%8a%d8%b7%d8%a9%20%d8%a8%d8%a8%d9%86%d8%b4%20%d8%a8%d8%b9%d8%af%20%d8%a7%d8%b3%d8%aa%d9%87%d8%af%d8%a7%d9%81%d9%87%d8%a7%20%d8%a8%d8%a7%d9%84%d9%82%d9%86%d8%a7%d8%a8%d9%84%20%d8%a7%d9%84%d8%b9%d9%86%d9%82%d9%88%d8%af%d9%8a%d8%a9-ZA_Vi_A2Dcw.mp4
"Injured civilians due to alleged Russian airstrikes around Saraqb using cluster bombs 
", IDLIB : Saraqib nahiyah, 35.8614715, 36.7981073, CL_1060,"
            Use of illegal weapons"," June 1, 2016, 10:19 a.m.", Edlib Media-Center, None,https://www.youtube.com/watch?v=LO9JQZHKSiw, None, None, None, , None,"
         
              Cluster Munition", None, ,"
                ","
                
        ", None, ,"
                ", None,"
                ",,https://media.syrianarchive.org/files/clusterjuly/%d8%ac%d8%b1%d8%ad%d9%89%20%d8%ac%d8%b1%d8%a7%d8%a1%20%20%d8%a7%d8%b3%d8%aa%d9%87%d8%af%d8%a7%d9%81%20%d8%a7%d9%84%d8%b7%d9%8a%d8%b1%d8%a7%d9%86%20%20%d8%a7%d9%84%d8%b1%d9%88%d8%b3%d9%8a%20%20%d8%a7%d8%b7%d8%b1%d8%a7%d9%81%20%20%d8%b3%d8%b1%d8%a7%d9%82%d8%a8%20%20%d8%a8%d8%a7%d9%84%d9%82%d9%86%d8%a7%d8%a8%d9%84%20%d8%a7%d9%84%d8%b9%d9%86%d9%82%d9%88%d8%af%d9%8a%d8%a9-LO9JQZHKSiw.mp4
"The Civil Defense team removing the remnants of unexploded cluster bombs in Hretan 
", ALEPPO : Harithan, 36.27897206, 37.08136484, CL_1061,"
            Use of illegal weapons"," May 30, 2016, 10:17 a.m.", الدفاع المدني السوري - حلب, None,https://www.youtube.com/watch?v=0uQ47DnEYdM, None, None, None, , None,"
         
              Cluster Munition", None, ,"
                ","
                
        ", None, ,"
                ", None,"
                ",,https://media.syrianarchive.org/files/clusterjuly/%d8%a7%d9%84%d8%af%d9%81%d8%a7%d8%b9%20%d8%a7%d9%84%d9%85%d8%af%d9%86%d9%8a%20%d8%a7%d9%84%d8%b3%d9%88%d8%b1%d9%8a%20_%20%d8%a5%d8%b2%d8%a7%d9%84%d8%a9%20%d8%a8%d9%82%d8%a7%d9%8a%d8%a7%20%d8%a7%d9%84%d9%82%d9%86%d8%a7%d8%a8%d9%84%20%d8%a7%d9%84%d8%b9%d9%86%d9%82%d9%88%d8%af%d9%8a%d8%a9%20%d8%a7%d9%84%d8%aa%d9%8a%20%d9%84%d9%85%20%d8%aa%d9%86%d9%81%d8%ac%d8%b1%20%d9%81%d9%8a%20%d8%ad%d8%b1%d9%8a%d8%aa%d8%a7%d9%86%20.-0uQ47DnEYdM.mp4
targeting Harithan towns by the airstrikes for the fifth day respectively - Aleppo, ALEPPO : Harithan, , , AL_bbe5b,"
            Unlawful attacks"," May 29, 2016, 3:03 p.m.", الإعلامي سامي الرج, ,https://www.youtube.com/watch?v=LPoijzpXDuc, , , None, , None,"
         ", None, ,"
                ","
                
        ", , ,"
                ", ,"
                ",bbe5b51d9503c90467a9f3711aab73e17fbb471ea391aef85dd318b1,https://media.syrianarchive.org/files/spoon/sV_20160529_LPoijzpXDuc.mp4
"The civil defense team extinguishing a fire as a result of a cluster bomb attack in Anadan
", ALEPPO : Anadan, 36.2906257, 37.0454009, CL_1062,"
            Use of illegal weapons"," May 29, 2016, 10:14 a.m.", الدفاع المدني السوري - حلب, None,https://www.youtube.com/watch?v=hK_34ZpVZNw, None, None, None, , None,"
         
              Cluster Munition", None, ,"
                ","
                
        ", None, ,"
                ", None,"
                ",,https://media.syrianarchive.org/files/clusterjuly/%d8%a5%d8%ae%d9%85%d8%a7%d8%af%20%d8%ad%d8%b1%d9%8a%d9%82%20%d9%86%d8%b4%d8%a8%20%d8%a8%d8%b3%d8%a8%d8%a8%20%d8%a7%d9%84%d9%82%d8%b5%d9%81%20%d8%a7%d9%84%d8%b9%d9%86%d9%82%d9%88%d8%af%d9%8a%20%d8%b9%d9%84%d9%89%20%d9%85%d8%af%d9%8a%d9%86%d8%a9%20%d8%b9%d9%86%d8%af%d8%a7%d9%8629%205%202016-QPhx439lClk.mp4
"Removal of cluster bombs by the Syrian Civil Defense
", ALEPPO : Hayyan, 36.3202591, 37.0574754, CL_1063,"
            Use of illegal weapons"," May 29, 2016, 10:12 a.m.", الدفاع المدني السوري - حلب, None,https://www.youtube.com/watch?v=hK_34ZpVZNw, None, None, None, , None,"
         
              Cluster Munition", None, ,"
                ","
                
        ", None, ,"
                ", None,"
                ",,https://media.syrianarchive.org/files/clusterjuly/%d8%a5%d8%b2%d8%a7%d9%84%d8%a9%20%d8%a7%d9%84%d9%82%d9%86%d8%a7%d8%a8%d9%84%20%d8%a7%d9%84%d8%b9%d9%86%d9%82%d9%88%d8%af%d9%8a%d8%a9%2029-5-2016-hK_34ZpVZNw.mp4
the destruction in Anadan and Hraytan towns by the airstrikes - Aleppo, ALEPPO : Anadan, , , AL_312ce,"
            Unlawful attacks"," May 28, 2016, 3:41 p.m.", الإعلامي سامي الرج, ,https://www.youtube.com/watch?v=ywITKuEsoW8, , , None, , None,"
         ", None, ,"
                ","
                
        ", , ,"
                ", ,"
                ",312ceed8a51ed05fff8d2ddacdb67ef53fa06cf20ef581312c896687,https://media.syrianarchive.org/files/spoon/sV_20160528_ywITKuEsoW8.mp4
"The destruction in Anadan and Hretan as a result of airstrikes which included the use of cluster bombs
", ALEPPO : Anadan, 36.2906257, 37.0454009, CL_1064,"
            Use of illegal weapons"," May 28, 2016, 10:09 a.m.", ShaamNetwork S.N.N, None,https://www.youtube.com/watch?v=5dfDTxEu_fM, None, None, None, , None,"
         
              Cluster Munition", None, ,"
                ","
                
        ", None, ,"
                ", None,"
                ",,https://media.syrianarchive.org/files/clusterjuly/%d8%b4%d8%a7%d9%85%20%d8%b1%d9%8a%d9%81%20%d8%ad%d9%84%d8%a8%20%d8%a7%d9%84%d8%b4%d9%85%d8%a7%d9%84%d9%8a%20%d9%85%d8%b4%d8%a7%d9%87%d8%af%20%d9%85%d9%86%20%d8%a7%d9%84%d8%af%d9%85%d8%a7%d8%b1%20%20%d9%81%d9%8a%20%d8%a8%d9%84%d8%af%d8%aa%d9%8a%20%d8%b9%d9%86%d8%af%d8%a7%d9%86%20%d9%88%d8%ad%d8%b1%d9%8a%d8%aa%d8%a7%d9%86%20%d8%ac%d8%b1%d8%a7%d8%a1%20%d9%82%d8%b5%d9%81%20%d9%82%d9%88%d8%a7%d8%aa%20%d8%a7%d9%84%d8%a3%d8%b3%d8%af%2028%205%202016-5dfDTxEu_fM.mp4
Casualties as a result of alleged Russian attacks on a bakery , ALEPPO : Harithan, , , RU_2563,"
            Alleged civilian casualties from Russian attacks"," May 27, 2016, 2:20 p.m.", SMART News Agency, None,https://www.youtube.com/watch?v=wyjZ3SVZueI, , , None, , None,"
         ", None, ,"
                ","
                
        ", , ,"
                ", ,"
                ",5581782dbeccd803f1cf34c43133dc1509388ea0453b81a26bd6b4b6,https://media.syrianarchive.org/files/spoon/sV_20160527_wyjZ3SVZueI.mp4
